isrc,upc,track_title,artist,label,home_market,dsp,territory,reporting_period,streams,revenue_usd,currency,transaction_id
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,NG,2024-Q4,35254,10.5762,USD,615a5351-948a-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,GB,2024-Q4,28777,86.331,USD,20506904-4c42-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,US,2024-Q4,23980,31.174,USD,7a676b28-22c5-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,KE,2024-Q4,15042,19.5546,USD,154eaa14-5762-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,FR,2024-Q4,11517,32.2476,USD,62b13874-895f-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,AE,2024-Q4,9048,11.7624,USD,ed777e09-1193-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,EG,2024-Q4,5607,7.2891,USD,f2891436-b131-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,ZA,2025-Q1,1689897,2534.8455,USD,75340f08-aaff-46
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,NG,2025-Q1,361557,144.6228,USD,dee95497-6502-41
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,GB,2025-Q1,279497,1062.0886,USD,d20c280d-0799-4e
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,US,2025-Q1,215393,861.572,USD,6482656e-ca6a-46
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,KE,2025-Q1,167638,67.0552,USD,73ad0dc8-86d8-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,FR,2025-Q1,102796,308.388,USD,36e24832-bc18-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,AE,2025-Q1,79488,206.6688,USD,15fb6d75-3970-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,EG,2025-Q1,52837,21.1348,USD,52840168-ca11-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,ZA,2025-Q1,619726,1735.2328,USD,82aa4be7-45fc-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,NG,2025-Q1,162768,113.9376,USD,092a75b5-2126-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,GB,2025-Q1,117704,765.076,USD,300c1fe1-42ca-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,US,2025-Q1,92741,649.187,USD,9d0f33e5-e060-46
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,KE,2025-Q1,78365,54.8555,USD,8f2f230e-7c8d-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,FR,2025-Q1,54265,282.178,USD,78bfc150-14cf-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,AE,2025-Q1,40139,184.6394,USD,bdd8a793-df4c-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,EG,2025-Q1,24152,16.9064,USD,f7e30936-eb39-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,ZA,2025-Q1,468438,187.3752,USD,7ceeba28-ab97-4a
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,NG,2025-Q1,108847,10.8847,USD,c92b2ad0-f079-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,GB,2025-Q1,88314,97.1454,USD,92db3f8d-990d-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,US,2025-Q1,71617,85.9404,USD,b8d440e8-dad2-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,KE,2025-Q1,53855,5.3855,USD,4ae2c041-7dfa-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,FR,2025-Q1,36572,32.9148,USD,b6df8012-0ec2-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,AE,2025-Q1,24481,19.5848,USD,50246270-5cf0-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,EG,2025-Q1,18224,1.8224,USD,ca0782e7-7ec1-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,ZA,2025-Q1,169182,33.8364,USD,b7ecba07-2e9f-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,NG,2025-Q1,38522,3.8522,USD,1735c5b5-97b8-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,GB,2025-Q1,30997,6.1994,USD,1ad43cc3-f3b1-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,US,2025-Q1,24910,4.982,USD,1b52f125-6654-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,KE,2025-Q1,21856,2.1856,USD,67cc9a38-f7ad-40
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,FR,2025-Q1,14151,2.8302,USD,e83beb28-f3e4-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,AE,2025-Q1,10952,2.1904,USD,2db7c4a5-616c-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,EG,2025-Q1,6885,1.377,USD,0442b9e8-3ff5-4a
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,ZA,2025-Q1,129229,167.9977,USD,8ea5d100-1bfa-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,NG,2025-Q1,26776,8.0328,USD,b8e4b262-5289-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,GB,2025-Q1,23324,69.972,USD,22fc1b67-61c8-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,US,2025-Q1,18172,23.6236,USD,48bf8292-4328-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,KE,2025-Q1,12175,15.8275,USD,a7b43bbc-12f0-4e
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,FR,2025-Q1,8745,24.486,USD,79ad1ca4-d8e1-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,AE,2025-Q1,6026,7.8338,USD,b8dd35d0-4fe0-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,EG,2025-Q1,4130,5.369,USD,b000c657-b499-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,ZA,2025-Q2,1370530,2055.795,USD,18a9f9ac-ee5f-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,NG,2025-Q2,311603,124.6412,USD,870d51f1-ba4f-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,GB,2025-Q2,259665,986.727,USD,6a128bb8-e602-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,US,2025-Q2,186492,745.968,USD,5a7b5d94-3168-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,KE,2025-Q2,157102,62.8408,USD,716f38fd-5abf-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,FR,2025-Q2,104180,312.54,USD,ef9a41cc-0457-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,AE,2025-Q2,64799,168.4774,USD,31dad988-1539-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,EG,2025-Q2,48632,19.4528,USD,c4c31c7e-af23-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,ZA,2025-Q2,688187,1926.9236,USD,4079f271-f1ff-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,NG,2025-Q2,129645,90.7515,USD,aed5d128-bf24-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,GB,2025-Q2,115925,753.5125,USD,09dfca9d-2fb0-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,US,2025-Q2,99535,696.745,USD,11ccbc16-ab04-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,KE,2025-Q2,63720,44.604,USD,a84f8909-1c92-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,FR,2025-Q2,48016,249.6832,USD,933ef095-8fe1-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,AE,2025-Q2,32528,149.6288,USD,f80770a2-9630-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,EG,2025-Q2,25092,17.5644,USD,6c9f279a-7d70-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,ZA,2025-Q2,437317,174.9268,USD,0e32d691-f75f-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,NG,2025-Q2,81301,8.1301,USD,39565fbd-716d-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,GB,2025-Q2,76908,84.5988,USD,051a2586-e3a0-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,US,2025-Q2,60701,72.8412,USD,4337785c-ee89-41
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,KE,2025-Q2,47719,4.7719,USD,3a79b4fd-937f-41
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,FR,2025-Q2,29214,26.2926,USD,8ed62184-ecf1-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,AE,2025-Q2,21106,16.8848,USD,2bc82ea6-b1de-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,EG,2025-Q2,14025,1.4025,USD,d4b8b375-39a3-40
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,ZA,2025-Q2,142400,28.48,USD,ee3e2350-b250-41
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,NG,2025-Q2,30098,3.0098,USD,6d1558aa-a79b-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,GB,2025-Q2,24500,4.9,USD,170d085e-8023-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,US,2025-Q2,21275,4.255,USD,527fe434-f35b-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,KE,2025-Q2,17088,1.7088,USD,3057b22c-408c-46
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,FR,2025-Q2,11907,2.3814,USD,3eced4cd-07be-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,AE,2025-Q2,8792,1.7584,USD,a86125e4-50bb-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,EG,2025-Q2,5435,1.087,USD,98b1c8ae-0ed6-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,ZA,2025-Q2,106090,137.917,USD,67a6bf8f-1c77-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,NG,2025-Q2,21107,6.3321,USD,d4b2e21d-704c-4e
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,GB,2025-Q2,19034,57.102,USD,e517810c-2d5b-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,US,2025-Q2,16403,21.3239,USD,9651fff5-068e-4a
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,KE,2025-Q2,11814,15.3582,USD,ab85fd18-6648-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,FR,2025-Q2,7931,22.2068,USD,efe27ded-4e52-4e
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,AE,2025-Q2,5347,6.9511,USD,9fe1b7e4-1ba7-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,EG,2025-Q2,3496,4.5448,USD,955851ad-941c-4e
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,ZA,2025-Q3,1124233,1686.3495,USD,edfb41fd-cf76-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,NG,2025-Q3,277506,111.0024,USD,e8d79e53-108f-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,GB,2025-Q3,194033,737.3254,USD,00c81dc1-763f-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,US,2025-Q3,158481,633.924,USD,c92e09b2-11fd-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,KE,2025-Q3,124087,49.6348,USD,e7403fc6-2e6e-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,FR,2025-Q3,88774,266.322,USD,313c5905-ad53-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,AE,2025-Q3,64227,166.9902,USD,9586c5d0-edfa-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,EG,2025-Q3,45796,18.3184,USD,fc9cda7b-8a4e-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,ZA,2025-Q3,486026,1360.8728,USD,0ddbeeaf-883c-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,NG,2025-Q3,106450,74.515,USD,dab248d6-8c66-40
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,GB,2025-Q3,86437,561.8405,USD,e24530cf-4836-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,US,2025-Q3,62880,440.16,USD,bc81b043-5c0c-46
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,KE,2025-Q3,56647,39.6529,USD,d7307fe8-a4e0-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,FR,2025-Q3,32370,168.324,USD,d2550cac-d854-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,AE,2025-Q3,28049,129.0254,USD,a68c7d95-bd3b-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,EG,2025-Q3,16157,11.3099,USD,d6807796-41f6-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,ZA,2025-Q3,326972,130.7888,USD,bd2c4127-3159-4e
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,NG,2025-Q3,71103,7.1103,USD,c77f8a26-df28-41
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,GB,2025-Q3,65660,72.226,USD,420e565f-7c90-4a
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,US,2025-Q3,52779,63.3348,USD,eb35b877-6b0b-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,KE,2025-Q3,39645,3.9645,USD,7b02e97e-695d-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,FR,2025-Q3,24081,21.6729,USD,c552f5a6-a046-40
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,AE,2025-Q3,18122,14.4976,USD,8dc54970-59c6-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,EG,2025-Q3,11970,1.197,USD,b6e42cf4-2063-40
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,ZA,2025-Q3,130991,26.1982,USD,9c5318e1-6a4f-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,NG,2025-Q3,30090,3.009,USD,ef2ad4c5-57f7-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,GB,2025-Q3,21852,4.3704,USD,41f4d89d-5aa4-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,US,2025-Q3,18260,3.652,USD,01461a3e-d7a4-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,KE,2025-Q3,13883,1.3883,USD,68776f55-1929-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,FR,2025-Q3,9005,1.801,USD,e27ebe56-db56-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,AE,2025-Q3,7272,1.4544,USD,6c3c0dde-4f2a-40
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,EG,2025-Q3,4790,0.958,USD,57f3e3ca-71de-46
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,ZA,2025-Q3,79941,103.9233,USD,47369389-65ce-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,NG,2025-Q3,18001,5.4003,USD,b0b2d243-1fcd-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,GB,2025-Q3,15389,46.167,USD,ce32e0c6-35fa-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,US,2025-Q3,11772,15.3036,USD,6af5e7ef-3aa2-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,KE,2025-Q3,10297,13.3861,USD,deab6614-dd23-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,FR,2025-Q3,6177,17.2956,USD,d40c2e4e-ccd4-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,AE,2025-Q3,4718,6.1334,USD,19185318-177b-41
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,EG,2025-Q3,3204,4.1652,USD,c52c115c-68fb-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,ZA,2025-Q4,910946,1366.419,USD,dace381e-d62a-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,NG,2025-Q4,184596,73.8384,USD,75168fdf-97a4-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,GB,2025-Q4,176835,671.973,USD,73decc22-f5cc-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,US,2025-Q4,127911,511.644,USD,a766f954-bcdb-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,KE,2025-Q4,97438,38.9752,USD,ad199290-2a32-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,FR,2025-Q4,62562,187.686,USD,86bc5d36-39bd-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,AE,2025-Q4,48909,127.1634,USD,40d427f0-a1bb-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,EG,2025-Q4,31037,12.4148,USD,9f70771d-046e-4a
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,ZA,2025-Q4,359122,1005.5416,USD,918d7398-cfa7-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,NG,2025-Q4,90216,63.1512,USD,77271032-82af-46
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,GB,2025-Q4,73966,480.779,USD,48546b75-6f99-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,US,2025-Q4,52511,367.577,USD,c1358a73-f411-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,KE,2025-Q4,41600,29.12,USD,a3090d51-cd9c-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,FR,2025-Q4,28865,150.098,USD,8b756aea-8f89-47
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,AE,2025-Q4,23492,108.0632,USD,926baf98-29e6-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,EG,2025-Q4,14570,10.199,USD,ced9227e-38cd-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,ZA,2025-Q4,320273,128.1092,USD,3f2e5c5c-a1fd-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,NG,2025-Q4,69584,6.9584,USD,549c10ca-2b49-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,GB,2025-Q4,53628,58.9908,USD,449b431f-675b-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,US,2025-Q4,43922,52.7064,USD,17905270-91f7-46
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,KE,2025-Q4,35109,3.5109,USD,2911cba6-eb04-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,FR,2025-Q4,21696,19.5264,USD,858ab222-f501-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,AE,2025-Q4,17603,14.0824,USD,a5e55eef-b9a9-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,YouTube Music,EG,2025-Q4,10851,1.0851,USD,d1dbee9c-a335-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,ZA,2025-Q4,112347,22.4694,USD,7539c61d-95f5-4d
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,NG,2025-Q4,23657,2.3657,USD,1276e002-c570-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,GB,2025-Q4,18911,3.7822,USD,37e70b0b-0a36-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,US,2025-Q4,16334,3.2668,USD,70a99f69-aacb-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,KE,2025-Q4,12023,1.2023,USD,09fdf2fb-0a46-4b
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,FR,2025-Q4,7830,1.566,USD,a6801b6f-e4ab-46
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,AE,2025-Q4,5807,1.1614,USD,c2e1ea8a-f201-41
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Boomplay,EG,2025-Q4,3493,0.6986,USD,9f7fa9cd-24ac-42
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,ZA,2025-Q4,72317,94.0121,USD,b56f9197-e6ec-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,NG,2025-Q4,18518,5.5554,USD,14cec3f4-964e-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,GB,2025-Q4,15397,46.191,USD,8c4ff303-18cc-4a
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,US,2025-Q4,11949,15.5337,USD,c5476574-4261-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,KE,2025-Q4,7810,10.153,USD,8ad29b9e-a81c-40
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,FR,2025-Q4,5541,15.5148,USD,8963496b-3b57-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,AE,2025-Q4,4632,6.0216,USD,1ee1372d-94d1-40
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Deezer,EG,2025-Q4,2777,3.6101,USD,281dfcff-ac13-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,ZA,2026-Q1,946728,1420.092,USD,f10f8084-8ee4-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,NG,2026-Q1,184245,73.698,USD,0a22a435-7fa7-43
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,GB,2026-Q1,174607,663.5066,USD,155d2f97-6b27-44
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,US,2026-Q1,139772,559.088,USD,2f669696-075e-40
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,KE,2026-Q1,88426,35.3704,USD,a4932604-0881-48
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,FR,2026-Q1,63095,189.285,USD,a3efd650-6fdd-4a
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,AE,2026-Q1,47411,123.2686,USD,928ed236-8884-4f
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Spotify,EG,2026-Q1,31147,12.4588,USD,62c07e41-ede1-4c
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,ZA,2026-Q1,351815,985.082,USD,2c825135-2e92-49
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,NG,2026-Q1,83189,58.2323,USD,6cba0d14-c0d5-45
ZA002,UZ002,Mnike,Tyler ICU & Tumelo.za,Independent,ZA,Apple Music,GB,2026-Q1,68203,443.3195,USD,60f4be86-3711-43
